"","lon","lat","address","zip","city","state","x2020_01","quartile","state_name","region","division"
"1",-81.8145715,26.6049005,"challenger blvd, fort myers, fl 33966, usa","33966","Fort Myers","FL",230071,"q3","Florida","South","South Atlantic"
"2",-82.1944946,33.4792417,"4109 gateway blvd, grovetown, ga 30813, usa","30813","Grovetown","GA",194257,"q3","Georgia","South","South Atlantic"
"3",-89.1222209,41.3587063,"1307 38th st, peru, il 61354, usa","61354","Peru","IL",109722,"q2","Illinois","Midwest","East North Central"
"4",-118.3425792,34.1690465,"3226 w magnolia blvd, burbank, ca 91505, usa","91505","Burbank","CA",816218,"q4","California","West","Pacific"
"5",-97.715703,30.350732,"1100 w anderson ln, austin, tx 78757, usa","78757","Austin","TX",477693,"q4","Texas","South","West South Central"
"6",-80.3861097,25.6893786,"8268 mills dr, miami, fl 33183, usa","33183","Kendale Lakes","FL",257062,"q3","Florida","South","South Atlantic"
"7",-84.2699313,33.8114213,"2201 lawrenceville hwy #100decatur, decatur, ga 30033, usa","30033","Decatur","GA",355570,"q4","Georgia","South","South Atlantic"
"8",-80.9269876,35.2317442,"5301 wilkinson blvd, charlotte, nc 28208, usa","28208","Charlotte","NC",162022,"q2","North Carolina","South","South Atlantic"
"9",-79.7923249,36.0600579,"1235 s eugene st, greensboro, nc 27406, usa","27406","Greensboro","NC",135032,"q2","North Carolina","South","South Atlantic"
"10",-87.5755002,38.0189843,"4480 n first ave, evansville, in 47710, usa","47710","Evansville","IN",101957,"q1","Indiana","Midwest","East North Central"
"11",-112.1482793,33.8776137,"43240 n black canyon hwy, phoenix, az 85087, usa","85087","New River","AZ",395684,"q4","Arizona","West","Mountain"
"12",-76.9389192,40.2149851,"3825 hartzdale dr, camp hill, pa 17011, usa","17011","Lower Allen Township","PA",208949,"q3","Pennsylvania","Northeast","Middle Atlantic"
"13",-83.6820434,42.2340772,"3782 carpenter rd, ypsilanti, mi 48197, usa","48197","Ypsilanti","MI",235532,"q3","Michigan","Midwest","East North Central"
"14",-111.7931223,33.2465449,"2825 e ocotillo rd, chandler, az 85249, usa","85249","Chandler","AZ",427233,"q4","Arizona","West","Mountain"
"15",-81.6133381,42.9487673,"351 caradoc st s, strathroy, on n7g 2p3, canada","canada",NA,NA,NA,"q4",NA,NA,NA
"16",-87.8156331,42.1040874,"2740 old willow rd, northbrook, il 60062, usa","60062","Northbrook","IL",522959,"q4","Illinois","Midwest","East North Central"
"17",-92.085407,32.521734,"3158 louisville ave, monroe, la 71201, usa","71201","Monroe","LA",186033,"q3","Louisiana","South","West South Central"
"18",-90.5789609,38.7476013,"3551 harvester rd 2 store, st peters, mo 63303, usa","63303","Saint Charles","MO",241210,"q3","Missouri","Midwest","West North Central"
"19",-98.7182213,46.879623,"2629 8th ave sw, jamestown, nd 58401, usa","58401","Jamestown","ND",194423,"q3","North Dakota","Midwest","West North Central"
"20",-84.7567166,43.5760681,"4529 e blue grass rd, mt pleasant, mi 48858, usa","48858","Mount Pleasant","MI",146933,"q2","Michigan","Midwest","East North Central"
"21",-81.4898822,30.3170493,"11900 atlantic blvd, jacksonville, fl 32225, usa","32225","Jacksonville","FL",249444,"q3","Florida","South","South Atlantic"
"22",-81.4610276,30.2848241,"13500 beach blvd, jacksonville, fl 32224, usa","32224","Jacksonville","FL",315969,"q4","Florida","South","South Atlantic"
"23",-115.2788201,36.2839309,"6765 n durango dr, las vegas, nv 89149, usa","89149","Las Vegas","NV",327731,"q4","Nevada","West","Mountain"
"24",-80.8532605,35.1995934,"2226 park rd, charlotte, nc 28203, usa","28203","Charlotte","NC",480294,"q4","North Carolina","South","South Atlantic"
"25",-80.0766287,26.6249638,"701 boutwell rd, lake worth, fl 33461, usa","33461","Palm Springs","FL",193575,"q3","Florida","South","South Atlantic"
"26",-84.2125283,39.0247115,"87 e main st, amelia, oh 45102, usa","45102","Amelia","OH",187121,"q3","Ohio","Midwest","East North Central"
"27",-84.3770591,39.2282036,"9410 kenwood rd, blue ash, oh 45242, usa","45242","Blue Ash","OH",354594,"q4","Ohio","Midwest","East North Central"
"28",-84.2468489,39.1922561,"985 oh-28 #28milford, milford, oh 45150, usa","45150","Milford","OH",207331,"q3","Ohio","Midwest","East North Central"
"29",-84.3395384,39.3401318,"1063 reading rd, mason, oh 45040, usa","45040","Mason","OH",301132,"q4","Ohio","Midwest","East North Central"
"30",-90.5064027,44.0101296,"1516 n superior ave, tomah, wi 54660, usa","54660","Tomah","WI",166582,"q3","Wisconsin","Midwest","East North Central"
"31",-80.2367058,25.750078,"2500 sw 22nd st, miami, fl 33145, usa","33145","Miami","FL",429614,"q4","Florida","South","South Atlantic"
"32",-84.5972184,39.1477796,"2990 harrison ave, cincinnati, oh 45211, usa","45211","Cincinnati","OH",116150,"q2","Ohio","Midwest","East North Central"
"33",-75.015533,39.71315,"1912 n black horse pike, williamstown, nj 08094, usa","08094",NA,NA,NA,"q4",NA,NA,NA
"34",-77.4727664,38.4761299,"54 n. stafford complex, center st, stafford, va 22556, usa","22556","Stafford","VA",358414,"q4","Virginia","South","South Atlantic"
"35",-88.5751781,43.996702,"1600 w 20th ave, oshkosh, wi 54902, usa","54902","Oshkosh","WI",126406,"q2","Wisconsin","Midwest","East North Central"
"36",-78.8136475,41.1468656,"131 preston way, falls creek, pa 15840, usa","15840","Falls Creek","PA",85409,"q1","Pennsylvania","Northeast","Middle Atlantic"
"37",-80.2507552,27.1977267,"101 se ocean blvd ste 101, stuart, fl 34994, usa","34994","Stuart","FL",167301,"q3","Florida","South","South Atlantic"
"38",-85.0852002,31.8803417,"1430 ga-50 #101tifton, georgetown, ga 39854, usa","39854","Georgetown","GA",77305,"q1","Georgia","South","South Atlantic"
"39",-82.5285787,27.8672255,"w prescott st, tampa, fl 33616, usa","33616","Tampa","FL",251239,"q3","Florida","South","South Atlantic"
"40",-99.0886453,40.7152643,"4009 6th ave, kearney, ne 68845, usa","68845","Kearney","NE",244362,"q3","Nebraska","Midwest","West North Central"
"41",-122.7062552,38.4137366,"651 yolanda ave, santa rosa, ca 95404, usa","95404","Santa Rosa","CA",647775,"q4","California","West","Pacific"
"42",-83.9219448,35.9921301,"2041 n broadway, knoxville, tn 37917, usa","37917","Knoxville","TN",133877,"q2","Tennessee","South","East South Central"
"43",-121.8238331,39.7620273,"1354 east ave suite d, chico, ca 95926, usa","95926","Chico","CA",370189,"q4","California","West","Pacific"
"44",-90.5171064,38.7838926,"1 westbury dr bldg b, suite 220, st charles, mo 63301, usa","63301","Saint Charles","MO",205518,"q3","Missouri","Midwest","West North Central"
"45",NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"46",-85.8154231,41.5667914,"1401 college ave, goshen, in 46526, usa","46526","Goshen","IN",166473,"q3","Indiana","Midwest","East North Central"
"47",-87.9091922,43.0880542,"3900 n palmer st, milwaukee, wi 53212, usa","53212","Milwaukee","WI",129708,"q2","Wisconsin","Midwest","East North Central"
"48",-96.8048321,32.9103574,"5941 forest ln, dallas, tx 75230, usa","75230","Dallas","TX",606784,"q4","Texas","South","West South Central"
"49",-82.2598284,29.0791092,"8449 sw state rd 200, ocala, fl 34481, usa","34481","Ocala","FL",154295,"q2","Florida","South","South Atlantic"
"50",-116.3635446,43.6194644,"e fairview ave, meridian, id 83642, usa","83642","Meridian","ID",346973,"q4","Idaho","West","Mountain"
"51",-121.3198491,37.9983748,"stockton, ca 95207, usa","95207","Stockton","CA",297625,"q4","California","West","Pacific"
"52",-112.0663229,33.6065936,"13226 n 7th st, phoenix, az 85022, usa","85022","Phoenix","AZ",296880,"q4","Arizona","West","Mountain"
"53",-96.6484307,32.8641975,"1661 e northwest hwy, garland, tx 75041, usa","75041","Garland","TX",176999,"q3","Texas","South","West South Central"
"54",-81.9960076,34.945705,"895 spartan blvd, spartanburg, sc 29301, usa","29301","Spartanburg","SC",146871,"q2","South Carolina","South","South Atlantic"
"55",-77.3697224,37.1837383,"65 crater cir, petersburg, va 23805, usa","23805","Petersburg","VA",141247,"q2","Virginia","South","South Atlantic"
"56",-82.0673715,34.8865711,"sc-296 & sc-290, south carolina 29334, usa","29334","Duncan","SC",188754,"q3","South Carolina","South","South Atlantic"
"57",-82.6517009,34.503219,"sc-81, anderson, sc, usa","sc",NA,NA,NA,"q4",NA,NA,NA
"58",-84.3261564,33.4464788,"1985 mcdonough rd, hampton, ga 30228, usa","30228","Hampton","GA",190249,"q3","Georgia","South","South Atlantic"
"59",-84.0168797,33.5509225,"4489 hwy 20 s, covington, ga 30016, usa","30016","Covington","GA",168540,"q3","Georgia","South","South Atlantic"
"60",-91.7508015,37.9533589,"1304 forum dr, rolla, mo 65401, usa","65401","Rolla","MO",147163,"q2","Missouri","Midwest","West North Central"
"61",-81.5072641,41.02744,"570 e waterloo rd, akron, oh 44319, usa","44319","Portage Lakes","OH",158107,"q2","Ohio","Midwest","East North Central"
"62",-84.4466394,33.4729909,"1030 glynn st n, fayetteville, ga 30214, usa","30214","Fayetteville","GA",246003,"q3","Georgia","South","South Atlantic"
"63",-81.5325594,35.2777268,"445 earl rd, shelby, nc 28150, usa","28150","Shelby","NC",104243,"q1","North Carolina","South","South Atlantic"
"64",-84.5996639,33.8526353,"1717 east-west connector, austell, ga 30106, usa","30106","Austell","GA",182655,"q3","Georgia","South","South Atlantic"
"65",-85.2350481,34.2730141,"2338 shorter ave nw, rome, ga 30165, usa","30165","Rome","GA",133393,"q2","Georgia","South","South Atlantic"
"66",-84.5055047,33.6561318,"3625 n commerce dr, east point, ga 30344, usa","30344","East Point","GA",174603,"q3","Georgia","South","South Atlantic"
"67",-84.3182099,34.0376586,"10580 duke dr, alpharetta, ga 30009, usa","30009","Alpharetta","GA",394978,"q4","Georgia","South","South Atlantic"
"68",-84.2918658,33.2454649,"1520 ga-16, griffin, ga 30224, usa","30224","Griffin","GA",152973,"q2","Georgia","South","South Atlantic"
"69",-111.6319956,33.2530367,"21437 s ellsworth rd, queen creek, az 85142, usa","85142","Queen Creek","AZ",350265,"q4","Arizona","West","Mountain"
"70",-95.9037036,36.0621908,"6933 s sheridan rd, tulsa, ok 74133, usa","74133","Tulsa","OK",193461,"q3","Oklahoma","South","West South Central"
"71",-110.9956618,32.3653716,"n la cañada dr, oro valley, az 85737, usa","85737","Oro Valley","AZ",324502,"q4","Arizona","West","Mountain"
"72",-92.2339725,38.5797612,"s ten mile dr, jefferson city, mo 65109, usa","65109","Jefferson City","MO",161349,"q2","Missouri","Midwest","West North Central"
"73",-85.498565,44.7726665,"3922 m-72, williamsburg, mi 49690, usa","49690","Williamsburg","MI",302697,"q4","Michigan","Midwest","East North Central"
"74",-80.2229578,26.6524237,"1925 birkdale dr, west palm beach, fl 33414, usa","33414","Wellington","FL",385372,"q4","Florida","South","South Atlantic"
"75",-74.0029218,40.751033,"520 w 28th st, new york, ny 10001, usa","10001","New York","NY",1167208,"q4","New York","Northeast","Middle Atlantic"
"76",-96.105095,36.1387868,"202 jefferson st, sand springs, ok 74063, usa","74063","Sand Springs","OK",140101,"q2","Oklahoma","South","West South Central"
"77",-92.0669889,30.2007407,"3840 w congress st, lafayette, la 70506, usa","70506","Lafayette","LA",157474,"q2","Louisiana","South","West South Central"
"78",-118.2484594,34.1152484,"3150 n san fernando rd, los angeles, ca 90065, usa","90065","Los Angeles","CA",829589,"q4","California","West","Pacific"
"79",-118.6018871,34.1994957,"7107 owensmouth ave, canoga park, ca 91303, usa","91303","Los Angeles","CA",549441,"q4","California","West","Pacific"
"80",-84.0002851,35.9921051,"5412 pleasant ridge rd, knoxville, tn 37912, usa","37912","Knoxville","TN",151086,"q2","Tennessee","South","East South Central"
"81",-77.4078341,43.064721,"7450 pittsford palmyra rd, fairport, ny 14450, usa","14450","Town Of Perinton","NY",226422,"q3","New York","Northeast","Middle Atlantic"
"82",-80.1970523,26.6911298,"9920 belvedere rd, royal palm beach, fl 33411, usa","33411","Royal Palm Beach","FL",307808,"q4","Florida","South","South Atlantic"
"83",-78.8714183,35.7451834,"1150 w williams st, apex, nc 27502, usa","27502","Apex","NC",353539,"q4","North Carolina","South","South Atlantic"
"84",-84.1785432,40.56588,"1240 bellefontaine st, wapakoneta, oh 45895, usa","45895","Wapakoneta","OH",141560,"q2","Ohio","Midwest","East North Central"
"85",-79.846568,43.2127686,"1050 upper gage ave, hamilton, on l8v 5b7, canada","canada",NA,NA,NA,"q4",NA,NA,NA
"86",-82.6370084,36.550812,"4528 w stone dr, kingsport, tn 37660, usa","37660","Kingsport","TN",123519,"q2","Tennessee","South","East South Central"
"87",-85.7047275,41.1918006,"521 s 1st st, pierceton, in 46562, usa","46562","Pierceton","IN",156329,"q2","Indiana","Midwest","East North Central"
"88",-81.7566537,26.1191967,"3855 tamiami trail e, naples, fl 34112, usa","34112","Naples","FL",210164,"q3","Florida","South","South Atlantic"
"89",-83.7256309,41.5001624,"741 michigan ave, waterville, oh 43566, usa","43566","Waterville","OH",218448,"q3","Ohio","Midwest","East North Central"
"90",-86.0594134,39.9083034,"6302 e 82nd st #100indianapolis, indianapolis, in 46250, usa","46250","Indianapolis","IN",228558,"q3","Indiana","Midwest","East North Central"
"91",-77.7217797,39.713464,"14515 pennsylvania ave, hagerstown, md 21742, usa","21742","Hagerstown","MD",229997,"q3","Maryland","South","South Atlantic"
"92",-112.2712807,33.4192475,"2933 s 99th ave, tolleson, az 85353, usa","85353","Phoenix","AZ",240422,"q3","Arizona","West","Mountain"
"93",NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"94",-118.3743883,34.0757805,"8430 beverly blvd, los angeles, ca 90048, usa","90048","Los Angeles","CA",1579042,"q4","California","West","Pacific"
"95",-85.6555643,44.6761993,"853 us-31, traverse city, mi 49685, usa","49685","Traverse City","MI",267802,"q4","Michigan","Midwest","East North Central"
"96",-83.9810252,35.7629199,"145 n calderwood st, alcoa, tn 37701, usa","37701","Alcoa","TN",157471,"q2","Tennessee","South","East South Central"
"97",-121.6529802,36.7027723,"1325 n main st, salinas, ca 93906, usa","93906","Salinas","CA",469243,"q4","California","West","Pacific"
"98",-80.5910133,35.4686656,"2303 coldwater ridge dr, kannapolis, nc 28083, usa","28083","Kannapolis","NC",150940,"q2","North Carolina","South","South Atlantic"
"99",-80.3174589,36.1192148,"3510 polo rd nw, winston-salem, nc 27106, usa","27106","Winston-Salem","NC",197712,"q3","North Carolina","South","South Atlantic"
"100",-96.4563601,41.4498035,"3175 elk ln, fremont, ne 68025, usa","68025","Fremont","NE",156218,"q2","Nebraska","Midwest","West North Central"
"101",-85.6393827,38.2515971,"shelbyville rd, brwnsboro vlg, ky 40207, usa","40207","Louisville","KY",306918,"q4","Kentucky","South","East South Central"
"102",-122.5244559,37.97142,"809 lincoln ave, san rafael, ca 94901, usa","94901","San Rafael","CA",1184857,"q4","California","West","Pacific"
"103",-92.0934136,30.2341782,"911 alfred st, lafayette, la 70506, usa","70506","Lafayette","LA",157474,"q2","Louisiana","South","West South Central"
"104",-84.9559059,32.5386886,"6499 veterans pkwy, columbus, ga 31909, usa","31909","Columbus","GA",156927,"q2","Georgia","South","South Atlantic"
"105",-81.7228436,38.8193428,"122 mcgraw st, ripley, wv 25271, usa","25271","Ripley","WV",121083,"q2","West Virginia","South","South Atlantic"
"106",-82.2187908,41.2670034,"14910 oh-58, oberlin, oh 44074, usa","44074","Oberlin","OH",164901,"q3","Ohio","Midwest","East North Central"
"107",-122.0354763,38.2631042,"1819 n texas st m, fairfield, ca 94533, usa","94533","Fairfield","CA",402836,"q4","California","West","Pacific"
"108",-109.2336252,41.5787698,"1254 dewar dr, rock springs, wy 82901, usa","82901","Rock Springs","WY",237877,"q3","Wyoming","West","Mountain"
"109",-84.9513528,32.5427378,"6770 veterans pkwy, columbus, ga 31909, usa","31909","Columbus","GA",156927,"q2","Georgia","South","South Atlantic"
"110",-86.1224584,41.7512802,"13000 in-23, granger, in 46530, usa","46530","Granger","IN",260923,"q3","Indiana","Midwest","East North Central"
"111",-84.4086989,33.7949739,"1460 northside dr nw, atlanta, ga 30318, usa","30318","Atlanta","GA",251281,"q3","Georgia","South","South Atlantic"
"112",-86.4629232,36.383489,"670 nashville pike, gallatin, tn 37066, usa","37066","Gallatin","TN",272151,"q4","Tennessee","South","East South Central"
"113",-77.6364299,43.200781,"greece, ny 14615, usa","14615","Rochester","NY",102339,"q1","New York","Northeast","Middle Atlantic"
"114",-88.4263028,44.2354692,"1800 appleton rd, menasha, wi 54952, usa","54952","Menasha","WI",153172,"q2","Wisconsin","Midwest","East North Central"
"115",-79.0589046,38.0832807,"749 christians creek rd, staunton, va 24401, usa","24401","Staunton","VA",184422,"q3","Virginia","South","South Atlantic"
"116",-88.0676301,44.5263954,"1660 w mason st, green bay, wi 54303, usa","54303","Green Bay","WI",129953,"q2","Wisconsin","Midwest","East North Central"
"117",-90.1557162,44.6919277,"2220 n central ave, marshfield, wi 54449, usa","54449","Marshfield","WI",163205,"q2","Wisconsin","Midwest","East North Central"
"118",-89.1340008,45.1621469,"405 wi-64, antigo, wi 54409, usa","54409","Antigo","WI",86896,"q1","Wisconsin","Midwest","East North Central"
"119",-84.7238831,33.7532486,"5793 fairburn rd #400douglasville, douglasville, ga 30134, usa","30134","Douglasville","GA",172916,"q3","Georgia","South","South Atlantic"
"120",-80.229007,26.349462,"11427 w palmetto park rd, boca raton, fl 33428, usa","33428","Boca Raton","FL",303092,"q4","Florida","South","South Atlantic"
"121",-122.531116,47.2335641,"2815 rochester rd w, tacoma, wa 98466, usa","98466","University Place","WA",428874,"q4","Washington","West","Pacific"
"122",-86.1579274,41.7313439,"52550 fir rd, granger, in 46530, usa","46530","Granger","IN",260923,"q3","Indiana","Midwest","East North Central"
"123",-69.0258104,44.4243204,"13 goodwill dr, belfast, me 04915, usa","04915",NA,NA,NA,"q4",NA,NA,NA
"124",-89.8158907,44.3710144,"2561 8th st s, wisconsin rapids, wi 54494, usa","54494","Wisconsin Rapids","WI",129406,"q2","Wisconsin","Midwest","East North Central"
"125",-86.6240631,36.303627,"327 w main st, hendersonville, tn 37075, usa","37075","Hendersonville","TN",305937,"q4","Tennessee","South","East South Central"
"126",-84.0135614,35.979871,"5705 western ave, knoxville, tn 37921, usa","37921","Knoxville","TN",154013,"q2","Tennessee","South","East South Central"
"127",-79.3951236,36.7898941,"13701 us-29, chatham, va 24531, usa","24531","Chatham","VA",123720,"q2","Virginia","South","South Atlantic"
"128",-90.784503,38.766605,"913 robert raymond dr, lake st louis, mo 63367, usa","63367","Lake Saint Louis","MO",282293,"q4","Missouri","Midwest","West North Central"
"129",-79.9478947,37.26995,"352 church ave sw, roanoke, va 24016, usa","24016","Roanoke","VA",77097,"q1","Virginia","South","South Atlantic"
"130",-90.5372115,38.6167862,"14808 clayton rd, chesterfield, mo 63017, usa","63017","Chesterfield","MO",383639,"q4","Missouri","Midwest","West North Central"
"131",-122.4620016,48.7742415,"1115 e sunset dr, bellingham, wa 98226, usa","98226","Bellingham","WA",448251,"q4","Washington","West","Pacific"
"132",-83.8498744,33.6029572,"3173 hwy 278 ne, covington, ga 30014, usa","30014","Covington","GA",172788,"q3","Georgia","South","South Atlantic"
"133",-104.91914,39.777242,"4355 kearney st, denver, co 80216, usa","80216","Denver","CO",310950,"q4","Colorado","West","Mountain"
"134",-122.5010665,47.2428807,"3110 s mullen st, tacoma, wa 98405, usa","98405","Tacoma","WA",334740,"q4","Washington","West","Pacific"
"135",-84.6192544,35.4512349,"1500 decatur pike, athens, tn 37303, usa","37303","Athens","TN",142137,"q2","Tennessee","South","East South Central"
"136",-90.1401747,32.4082891,"104 e state st, ridgeland, ms 39157, usa","39157","Ridgeland","MS",198017,"q3","Mississippi","South","East South Central"
"137",-78.7990606,39.6307822,"12000 upper potomac industrial park st, cumberland, md 21502, usa","21502","Cumberland","MD",95029,"q1","Maryland","South","South Atlantic"
"138",-121.7139516,38.5528138,"2939 spafford st, davis, ca 95618, usa","95618","Davis","CA",675271,"q4","California","West","Pacific"
"139",-122.7854421,45.4194102,"13920 sw pacific hwy, tigard, or 97223, usa","97223","Tigard","OR",448421,"q4","Oregon","West","Pacific"
"140",-93.8074471,32.3981132,"9361 mansfield rd, shreveport, la 71118, usa","71118","Shreveport","LA",131530,"q2","Louisiana","South","West South Central"
"141",-79.2102278,37.4095315,"3213 forest brook rd, lynchburg, va 24501, usa","24501","Lynchburg","VA",99047,"q1","Virginia","South","South Atlantic"
"142",-78.7499341,39.6312117,"1050 w industrial blvd #10cumberland, cumberland, md 21502, usa","21502","Cumberland","MD",95029,"q1","Maryland","South","South Atlantic"
"143",-90.4271003,36.7796722,"2233 n westwood blvd, poplar bluff, mo 63901, usa","63901","Poplar Bluff","MO",115187,"q2","Missouri","Midwest","West North Central"
"144",-95.0630932,29.8817606,"14530 crosby lynchburg rd, crosby, tx 77532, usa","77532","Crosby","TX",196143,"q3","Texas","South","West South Central"
"145",-156.0213306,19.6892397,"73-4786 kanalani st, kailua-kona, hi 96740, usa","96740","Kailua Kona","HI",555218,"q4","Hawaii","West","Pacific"
"146",-93.2884865,30.8635785,"1025 n pine st, deridder, la 70634, usa","70634","Deridder","LA",162537,"q2","Louisiana","South","West South Central"
"147",-78.7932628,35.7048137,"1011 langston pond dr store 1011, cary, nc 27518, usa","27518","Cary","NC",442265,"q4","North Carolina","South","South Atlantic"
"148",-91.676107,44.0491914,"1450 gilmore ave, winona, mn 55987, usa","55987","Winona","MN",179277,"q3","Minnesota","Midwest","West North Central"
"149",-81.8120544,41.1359317,"3500 medina rd, medina, oh 44256, usa","44256","Medina","OH",249166,"q3","Ohio","Midwest","East North Central"
"150",-70.2425641,43.5862388,"21 dennison dr, cape elizabeth, me 04107, usa","04107",NA,NA,NA,"q4",NA,NA,NA
"151",-91.6328917,41.9766398,"2405 mt vernon rd se, cedar rapids, ia 52403, usa","52403","Cedar Rapids","IA",146153,"q2","Iowa","Midwest","West North Central"
"152",-70.527124,43.3760303,"36 sea rd, kennebunk, me 04043, usa","04043",NA,NA,NA,"q4",NA,NA,NA
"153",-89.4888364,43.1046647,"6280 century ave, middleton, wi 53562, usa","53562","Middleton","WI",431925,"q4","Wisconsin","Midwest","East North Central"
"154",-70.5259004,43.4490789,"46 bergeron dr, arundel, me 04046, usa","04046",NA,NA,NA,"q4",NA,NA,NA
"155",-98.4066576,34.5946998,"1203 sw lee blvd, lawton, ok 73501, usa","73501","Lawton","OK",66899,"q1","Oklahoma","South","West South Central"
"156",-122.6735694,38.4747366,"560 montecito center, santa rosa, ca 95409, usa","95409","Santa Rosa","CA",674445,"q4","California","West","Pacific"
"157",-74.9325683,39.9790904,"moorestown, nj 08057, usa","08057",NA,NA,NA,"q4",NA,NA,NA
"158",-106.268474,31.7585688,"1861 joe battle blvd ste 8, el paso, tx 79936, usa","79936","El Paso","TX",134103,"q2","Texas","South","West South Central"
"159",-80.4807961,35.6840859,"123 mahaley ave, salisbury, nc 28144, usa","28144","Salisbury","NC",107594,"q2","North Carolina","South","South Atlantic"
"160",-86.1571324,39.6512274,"8011 s meridian st, indianapolis, in 46217, usa","46217","Indianapolis","IN",168686,"q3","Indiana","Midwest","East North Central"
"161",-79.7886049,40.4266887,"monroeville blvd, monroeville, pa 15146, usa","15146","Monroeville","PA",156756,"q2","Pennsylvania","Northeast","Middle Atlantic"
"162",-96.9936579,32.8465999,"2935 n belt line rd, irving, tx 75062, usa","75062","Irving","TX",216252,"q3","Texas","South","West South Central"
"163",-77.044827,37.445072,"3620 n courthouse rd, providence forge, va 23140, usa","23140","Providence Forge","VA",316708,"q4","Virginia","South","South Atlantic"
"164",-77.5656518,37.6777652,"10600 fords country ln, glen allen, va 23059, usa","23059","Glen Allen","VA",428455,"q4","Virginia","South","South Atlantic"
"165",-80.3375799,36.0672461,"4550 kester mill rd, winston-salem, nc 27103, usa","27103","Winston-Salem","NC",169202,"q3","North Carolina","South","South Atlantic"
"166",-122.1163185,37.6646638,"20806 hesperian blvd, hayward, ca 94541, usa","94541","Hayward","CA",658695,"q4","California","West","Pacific"
"167",-81.7233994,30.3193396,"4527 lenox ave, jacksonville, fl 32205, usa","32205","Jacksonville","FL",178540,"q3","Florida","South","South Atlantic"
"168",-84.2115224,37.9908657,"bypass rd, winchester, ky 40391, usa","40391","Winchester","KY",147188,"q2","Kentucky","South","East South Central"
"169",-122.425842,37.6419095,"225 kenwood way, south san francisco, ca 94080, usa","94080","South San Francisco","CA",1066646,"q4","California","West","Pacific"
"170",-117.4097084,47.7435177,"9414 n division st, spokane, wa 99218, usa","99218","Spokane","WA",314282,"q4","Washington","West","Pacific"
"171",-105.0964783,39.9888819,"555 w south boulder rd, lafayette, co 80026, usa","80026","Lafayette","CO",516296,"q4","Colorado","West","Mountain"
"172",-119.7280238,39.179763,"3520 us-50, carson city, nv 89701, usa","89701","Carson City","NV",325472,"q4","Nevada","West","Mountain"
"173",-87.5001629,38.6894143,"2655 n 6th st, vincennes, in 47591, usa","47591","Vincennes","IN",101307,"q1","Indiana","Midwest","East North Central"
"174",NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"175",-97.9433251,35.0299226,"828 w grand ave, chickasha, ok 73018, usa","73018","Chickasha","OK",81286,"q1","Oklahoma","South","West South Central"
"176",-82.5564559,28.0684157,"tampa, fl 33625, usa","33625","Citrus Park","FL",259515,"q3","Florida","South","South Atlantic"
"177",-119.7147451,36.8105254,"239 w shaw ave, clovis, ca 93612, usa","93612","Clovis","CA",243649,"q3","California","West","Pacific"
"178",-117.2727052,34.1055914,"8120 palm ln, san bernardino, ca 92410, usa","92410","San Bernardino","CA",271255,"q4","California","West","Pacific"
"179",-86.2169564,41.6582914,"1915 lincoln way e, south bend, in 46613, usa","46613","South Bend","IN",48547,"q1","Indiana","Midwest","East North Central"
"180",-84.180762,33.431909,"101 willow ln, mcdonough, ga 30253, usa","30253","McDonough","GA",200823,"q3","Georgia","South","South Atlantic"
"181",-121.3817679,38.6114774,"2502 watt ave, sacramento, ca 95821, usa","95821","Arden-Arcade","CA",373221,"q4","California","West","Pacific"
"182",-97.1362101,37.6806404,"415 s andover rd store 415 s, andover, ks 67002, usa","67002","Andover","KS",225752,"q3","Kansas","Midwest","West North Central"
"183",-82.4536115,34.8268335,"greenville, sc 29611, usa","29611","Greenville","SC",122175,"q2","South Carolina","South","South Atlantic"
"184",-81.4874206,27.4904285,"901 us hwy 27 n, sebring, fl 33870, usa","33870","Sebring","FL",118364,"q2","Florida","South","South Atlantic"
"185",-112.0985274,33.6558418,"18631 n 19th ave, phoenix, az 85027, usa","85027","Phoenix","AZ",243547,"q3","Arizona","West","Mountain"
"186",-121.7580585,36.9116923,"470 main st, watsonville, ca 95076, usa","95076","Watsonville","CA",609584,"q4","California","West","Pacific"
"187",-83.9075448,35.9358876,"4201 chapman hwy, knoxville, tn 37920, usa","37920","Knoxville","TN",159972,"q2","Tennessee","South","East South Central"
"188",-80.3519787,25.8829023,"12060 hialeah gardens blvd, hialeah gardens, fl 33018, usa","33018","Hialeah","FL",326893,"q4","Florida","South","South Atlantic"
"189",-121.8484774,36.6094723,"729 broadway ave, seaside, ca 93955, usa","93955","Seaside","CA",564461,"q4","California","West","Pacific"
"190",-78.3976425,37.2851451,"1425 s main st, farmville, va 23901, usa","23901","Farmville","VA",178956,"q3","Virginia","South","South Atlantic"
"191",-91.0251068,30.4259968,"baton rouge, la 70816, usa","70816","Baton Rouge","LA",177426,"q3","Louisiana","South","West South Central"
"192",-81.9044951,26.5585467,"5995 south pointe blvd #101, fort myers, fl 33919, usa","33919","Fort Myers","FL",193789,"q3","Florida","South","South Atlantic"
"193",-93.3479677,37.207595,"425 s western ave, springfield, mo 65802, usa","65802","Springfield","MO",115091,"q2","Missouri","Midwest","West North Central"
